rosbagTimestamp,linear,x,y,z,angular,x,y,z
1.56095343723342E+018,,0.4,0,0,,0,0,0.1705231905
1.56095343727952E+018,,0.4,0,0,,0,0,0.175792712
1.56095343732961E+018,,0.4,0,0,,0,0,0.175792712
1.56095343737964E+018,,0.4,0,0,,0,0,0.175792712
1.56095343743023E+018,,0.4,0,0,,0,0,0.175792712
1.56095343747981E+018,,0.4,0,0,,0,0,0.175792712
1.56095343752983E+018,,0.4,0,0,,0,0,0.175792712
1.56095343758039E+018,,0.4,0,0,,0,0,0.175792712
1.56095343759139E+018,,0.4,0,0,,0,0,0.1863317728
1.5609534376415E+018,,0.4,0,0,,0,0,0.1863317728
1.56095343769161E+018,,0.4,0,0,,0,0,0.1863317728
1.56095343774167E+018,,0.4,0,0,,0,0,0.1863317728
1.56095343779176E+018,,0.4,0,0,,0,0,0.1863317728
1.56095343784183E+018,,0.4,0,0,,0,0,0.1863317728
1.56095343789196E+018,,0.4,0,0,,0,0,0.1863317728
1.560953437942E+018,,0.4,0,0,,0,0,0.1863317728
1.5609534379474E+018,,0.4,0,0,,0,0,0.1916013122
1.56095343798029E+018,,0.4,0,0,,0,0,0.202140373
1.56095343802966E+018,,0.4,0,0,,0,0,0.202140373
1.56095343808038E+018,,0.4,0,0,,0,0,0.202140373
1.56095343813034E+018,,0.4,0,0,,0,0,0.202140373
1.56095343818018E+018,,0.4,0,0,,0,0,0.202140373
1.56095343819637E+018,,0.4,0,0,,0,0,0.2074098945
1.56095343822352E+018,,0.4,0,0,,0,0,0.2179489553
1.56095343824347E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343829361E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343834365E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343839372E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343844384E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343849391E+018,,0.3841981888,0,0,,0,0,0.2179489553
1.56095343850344E+018,,0.3841981888,0,0,,0,0,0.2232184768
1.56095343851942E+018,,0.3841981888,0,0,,0,0,0.2337575376
1.56095343853542E+018,,0.3806851625,0,0,,0,0,0.2337575376
1.56095343853967E+018,,0.3806851625,0,0,,0,0,0.239027077
1.56095343858456E+018,,0.3806851625,0,0,,0,0,0.2495661199
1.56095343858742E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343863801E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.5609534386886E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343873909E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343878801E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343883814E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343888811E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343893817E+018,,0.3736591339,0,0,,0,0,0.2495661199
1.56095343895689E+018,,0.3736591339,0,0,,0,0,0.2548356593
1.56095343897141E+018,,0.3701461077,0,0,,0,0,0.2548356593
1.56095343902328E+018,,0.3701461077,0,0,,0,0,0.2548356593
1.56095343907155E+018,,0.3701461077,0,0,,0,0,0.2548356593
1.56095343912161E+018,,0.3701461077,0,0,,0,0,0.2548356593
1.5609534391717E+018,,0.3701461077,0,0,,0,0,0.2548356593
1.56095343920352E+018,,0.3701461077,0,0,,0,0,0.2653747201
1.56095343925353E+018,,0.3701461077,0,0,,0,0,0.2653747201
1.56095343930361E+018,,0.3701461077,0,0,,0,0,0.2653747201
1.56095343935372E+018,,0.3701461077,0,0,,0,0,0.2653747201
1.56095343940391E+018,,0.3701461077,0,0,,0,0,0.2653747201
1.56095343945146E+018,,0.3701461077,0,0,,0,0,0.2706442416
1.56095343947548E+018,,0.363120079,0,0,,0,0,0.2811833024
1.56095343950267E+018,,0.363120079,0,0,,0,0,0.2864528418
1.56095343953142E+018,,0.3596070528,0,0,,0,0,0.2864528418
1.56095343953941E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343958951E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343964008E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343968965E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343973977E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343978979E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343983985E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343988992E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343994284E+018,,0.3596070528,0,0,,0,0,0.2969918847
1.56095343997141E+018,,0.3596070528,0,0,,0,0,0.3022614241
1.5609534399837E+018,,0.3525810242,0,0,,0,0,0.3022614241
1.56095343999534E+018,,0.3525810242,0,0,,0,0,0.312800467
1.56095344003941E+018,,0.3490679979,0,0,,0,0,0.312800467
1.56095344004335E+018,,0.3490679979,0,0,,0,0,0.3180700064
1.56095344007146E+018,,0.3420419693,0,0,,0,0,0.3180700064
1.56095344008739E+018,,0.3420419693,0,0,,0,0,0.3286090851
1.56095344010741E+018,,0.3385289431,0,0,,0,0,0.3286090851
1.56095344011462E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344016147E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344021154E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344026165E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344031171E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344036178E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344041195E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344046201E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344051206E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.5609534405625E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344061217E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344066222E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344071226E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344076239E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344081244E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344086372E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344091261E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344096268E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344101277E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344106279E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344111289E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344116293E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344121349E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344126299E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.5609534413132E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344136318E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344141333E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344146338E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344151346E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344156352E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344161361E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344166365E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344171377E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344176382E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344181394E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344186399E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344191405E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344196415E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344201418E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344206427E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344211434E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344216441E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.5609534422147E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344226511E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344231463E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.5609534423677E+018,,0.3385289431,0,0,,0,0,0.3338785887
1.56095344240734E+018,,0.3525810242,0,0,,0,0,0.3338785887
1.56095344242545E+018,,0.3596070528,0,0,,0,0,0.3338785887
1.5609534424593E+018,,0.363120079,0,0,,0,0,0.3338785887
1.56095344247939E+018,,0.363120079,0,0,,0,0,0.312800467
1.56095344248742E+018,,0.3701461077,0,0,,0,0,0.312800467
1.56095344249967E+018,,0.3701461077,0,0,,0,0,0.3022614241
1.56095344251545E+018,,0.3701461077,0,0,,0,0,0.2969918847
1.56095344251936E+018,,0.3736591339,0,0,,0,0,0.2969918847
1.5609534425278E+018,,0.3736591339,0,0,,0,0,0.2864528418
1.56095344253535E+018,,0.3806851625,0,0,,0,0,0.2811833024
1.56095344254738E+018,,0.3806851625,0,0,,0,0,0.2706442416
1.56095344255133E+018,,0.3841981888,0,0,,0,0,0.2706442416
1.56095344256734E+018,,0.3841981888,0,0,,0,0,0.2653747201
1.56095344257538E+018,,0.3912242413,0,0,,0,0,0.2653747201
1.56095344259954E+018,,0.3912242413,0,0,,0,0,0.2548356593
1.56095344262741E+018,,0.3947372437,0,0,,0,0,0.2495661199
1.56095344263536E+018,,0.3947372437,0,0,,0,0,0.239027077
1.56095344264343E+018,,0.3947372437,0,0,,0,0,0.2337575376
1.56095344265134E+018,,0.3947372437,0,0,,0,0,0.2232184768
1.56095344266016E+018,,0.4,0,0,,0,0,0.2179489553
1.56095344266736E+018,,0.4,0,0,,0,0,0.2074098945
1.56095344267541E+018,,0.4,0,0,,0,0,0.202140373
1.56095344269136E+018,,0.4,0,0,,0,0,0.1916013122
1.56095344270334E+018,,0.4,0,0,,0,0,0.1863317728
1.56095344271931E+018,,0.4,0,0,,0,0,0.175792712
1.5609534427696E+018,,0.4,0,0,,0,0,0.175792712
1.56095344281142E+018,,0.4,0,0,,0,0,0.1705231905
1.56095344281934E+018,,0.4,0,0,,0,0,0.1599841297
1.56095344283167E+018,,0.4,0,0,,0,0,0.1546942592
1.56095344284332E+018,,0.4,0,0,,0,0,0.1441551983
1.56095344285134E+018,,0.4,0,0,,0,0,0.1388856679
1.5609534428795E+018,,0.4,0,0,,0,0,0.1230770767
1.560953442881E+018,,0.4,0,0,,0,0,0.1125380248
1.56095344288732E+018,,0.4,0,0,,0,0,0.1072684944
1.56095344289132E+018,,0.4,0,0,,0,0,0.0967294335
1.56095344289532E+018,,0.4,0,0,,0,0,0.0914599031
1.56095344290332E+018,,0.4,0,0,,0,0,0.0809208423
1.56095344291861E+018,,0.4,0,0,,0,0,0.0756513119
1.56095344292024E+018,,0.4,0,0,,0,0,0.0651122555
1.56095344292731E+018,,0.4,0,0,,0,0,0.0598427296
1.56095344293692E+018,,0.4,0,0,,0,0,0.0493036687
1.56095344293948E+018,,0.4,0,0,,0,0,0.0440341383
1.56095344294734E+018,,0.4,0,0,,0,0,0.0282255515
1.56095344295532E+018,,0.4,0,0,,0,0,0.0176864941
1.56095344295933E+018,,0.4,0,0,,0,0,0.0124169648
1.56095344296333E+018,,0.4,0,0,,0,0,0.0018779056
1.56095344297536E+018,,0.4,0,0,,0,0,0
1.56095344298329E+018,,0.4,0,0,,0,0,0
1.56095344298731E+018,,0.4,0,0,,0,0,0
1.56095344299527E+018,,0.4,0,0,,0,0,0
1.56095344300334E+018,,0.4,0,0,,0,0,0
1.56095344301535E+018,,0.4,0,0,,0,0,0
1.56095344304029E+018,,0.4,0,0,,0,0,0
1.56095344305131E+018,,0.4,0,0,,0,0,0
1.56095344305932E+018,,0.4,0,0,,0,0,0
1.56095344306734E+018,,0.4,0,0,,0,0,0
1.56095344311742E+018,,0.4,0,0,,0,0,0
1.56095344316979E+018,,0.4,0,0,,0,0,0
1.56095344321805E+018,,0.4,0,0,,0,0,0
1.56095344326817E+018,,0.4,0,0,,0,0,0
1.56095344332017E+018,,0.4,0,0,,0,0,0
1.56095344336803E+018,,0.4,0,0,,0,0,0
1.56095344341805E+018,,0.4,0,0,,0,0,0
1.56095344346804E+018,,0.4,0,0,,0,0,0
1.56095344351805E+018,,0.4,0,0,,0,0,0
1.56095344356817E+018,,0.4,0,0,,0,0,0
1.56095344361817E+018,,0.4,0,0,,0,0,0
1.56095344366821E+018,,0.4,0,0,,0,0,0
1.5609534437185E+018,,0.4,0,0,,0,0,0
1.56095344376855E+018,,0.4,0,0,,0,0,0
1.56095344381871E+018,,0.4,0,0,,0,0,0
1.56095344386868E+018,,0.4,0,0,,0,0,0
1.56095344391937E+018,,0.4,0,0,,0,0,0
1.56095344396877E+018,,0.4,0,0,,0,0,0
1.56095344401949E+018,,0.4,0,0,,0,0,0
1.56095344406929E+018,,0.4,0,0,,0,0,0
1.56095344411894E+018,,0.4,0,0,,0,0,0
1.56095344416898E+018,,0.4,0,0,,0,0,0
1.56095344421906E+018,,0.4,0,0,,0,0,0
1.56095344426915E+018,,0.4,0,0,,0,0,0
1.56095344431918E+018,,0.4,0,0,,0,0,0
1.56095344436925E+018,,0.4,0,0,,0,0,0
1.56095344441962E+018,,0.4,0,0,,0,0,0
1.56095344446951E+018,,0.4,0,0,,0,0,0
1.56095344451997E+018,,0.4,0,0,,0,0,0
1.56095344456956E+018,,0.4,0,0,,0,0,0
1.56095344462099E+018,,0.4,0,0,,0,0,0
1.56095344466978E+018,,0.4,0,0,,0,0,0
1.56095344472304E+018,,0.4,0,0,,0,0,0
1.56095344476984E+018,,0.4,0,0,,0,0,0
1.56095344481995E+018,,0.4,0,0,,0,0,0
1.5609534448701E+018,,0.4,0,0,,0,0,0
1.56095344492009E+018,,0.4,0,0,,0,0,0
1.56095344497036E+018,,0.4,0,0,,0,0,0
1.56095344502022E+018,,0.4,0,0,,0,0,0
1.56095344507033E+018,,0.4,0,0,,0,0,0
1.56095344512036E+018,,0.4,0,0,,0,0,0
1.56095344517041E+018,,0.4,0,0,,0,0,0
1.5609534452205E+018,,0.4,0,0,,0,0,0
1.56095344527054E+018,,0.4,0,0,,0,0,0
1.56095344532061E+018,,0.4,0,0,,0,0,0
1.5609534453707E+018,,0.4,0,0,,0,0,0
1.56095344542193E+018,,0.4,0,0,,0,0,0
1.5609534454709E+018,,0.4,0,0,,0,0,0
1.56095344552093E+018,,0.4,0,0,,0,0,0
1.56095344557104E+018,,0.4,0,0,,0,0,0
1.56095344562112E+018,,0.4,0,0,,0,0,0
1.56095344567111E+018,,0.4,0,0,,0,0,0
1.56095344572158E+018,,0.4,0,0,,0,0,0
1.56095344577137E+018,,0.4,0,0,,0,0,0
1.56095344582135E+018,,0.4,0,0,,0,0,0
1.56095344587146E+018,,0.4,0,0,,0,0,0
1.5609534459215E+018,,0.4,0,0,,0,0,0
1.56095344597157E+018,,0.4,0,0,,0,0,0
1.56095344602163E+018,,0.4,0,0,,0,0,0
1.56095344607167E+018,,0.4,0,0,,0,0,0
1.56095344612173E+018,,0.4,0,0,,0,0,0
1.56095344617181E+018,,0.4,0,0,,0,0,0
1.56095344622188E+018,,0.4,0,0,,0,0,0
1.5609534462719E+018,,0.4,0,0,,0,0,0
1.56095344632197E+018,,0.4,0,0,,0,0,0
1.5609534463721E+018,,0.4,0,0,,0,0,0
1.56095344642218E+018,,0.4,0,0,,0,0,0
1.56095344647227E+018,,0.4,0,0,,0,0,0
1.56095344652234E+018,,0.4,0,0,,0,0,0
1.56095344657244E+018,,0.4,0,0,,0,0,0
1.56095344662254E+018,,0.4,0,0,,0,0,0
1.56095344667264E+018,,0.4,0,0,,0,0,0
1.56095344672272E+018,,0.4,0,0,,0,0,0
1.56095344677284E+018,,0.4,0,0,,0,0,0
1.56095344682292E+018,,0.4,0,0,,0,0,0
1.56095344687321E+018,,0.4,0,0,,0,0,0
1.56095344692311E+018,,0.4,0,0,,0,0,0
1.56095344697597E+018,,0.4,0,0,,0,0,0
1.56095344702326E+018,,0.4,0,0,,0,0,0
1.56095344704332E+018,,0.4,0,0,,0,0,0
1.56095344704732E+018,,0.4,0,0,,0,0,0
1.56095344705526E+018,,0.4,0,0,,0,0,0
1.56095344706336E+018,,0.4,0,0,,0,0,0
1.56095344707123E+018,,0.4,0,0,,0,0,0
1.56095344712173E+018,,0.4,0,0,,0,0,0
1.56095344717143E+018,,0.4,0,0,,0,0,0
1.5609534471833E+018,,0.4,0,0,,0,0,-0.0071067436
1.56095344718725E+018,,0.4,0,0,,0,0,-0.022915332
1.56095344719128E+018,,0.4,0,0,,0,0,-0.0281848602
1.56095344720735E+018,,0.4,0,0,,0,0,-0.0387239188
1.5609534472153E+018,,0.4,0,0,,0,0,-0.0492629796
1.56095344721921E+018,,0.4,0,0,,0,0,-0.0545325056
1.56095344722326E+018,,0.4,0,0,,0,0,-0.0650715664
1.56095344724328E+018,,0.4,0,0,,0,0,-0.0703410968
1.56095344729345E+018,,0.4,0,0,,0,0,-0.0703410968
1.56095344734351E+018,,0.4,0,0,,0,0,-0.0703410968
1.56095344739354E+018,,0.4,0,0,,0,0,-0.0703410968
1.56095344744371E+018,,0.4,0,0,,0,0,-0.0703410968
1.56095344747993E+018,,0.4,0,0,,0,0,-0.0808801532
1.56095344748758E+018,,0.4,0,0,,0,0,-0.0966887444
1.56095344748907E+018,,0.4,0,0,,0,0,-0.1072277963
1.56095344749524E+018,,0.4,0,0,,0,0,-0.1124973267
1.56095344749922E+018,,0.4,0,0,,0,0,-0.1230363876
1.56095344750386E+018,,0.4,0,0,,0,0,-0.128305918
1.56095344750725E+018,,0.4,0,0,,0,0,-0.1388449788
1.56095344751119E+018,,0.4,0,0,,0,0,-0.1546535611
1.56095344751519E+018,,0.4,0,0,,0,0,-0.165212971
1.56095344751927E+018,,0.4,0,0,,0,0,-0.1810215533
1.5609534475232E+018,,0.4,0,0,,0,0,-0.1968301356
1.56095344752722E+018,,0.4,0,0,,0,0,-0.2073691964
1.56095344753124E+018,,0.4,0,0,,0,0,-0.2126387358
1.56095344753517E+018,,0.3841981888,0,0,,0,0,-0.2231777966
1.56095344753919E+018,,0.3806851625,0,0,,0,0,-0.2284473181
1.5609534475451E+018,,0.3806851625,0,0,,0,0,-0.2389863789
1.56095344754717E+018,,0.3806851625,0,0,,0,0,-0.2442559004
1.5609534475512E+018,,0.3736591339,0,0,,0,0,-0.2442559004
1.56095344755548E+018,,0.3736591339,0,0,,0,0,-0.2547949612
1.56095344756327E+018,,0.3701461077,0,0,,0,0,-0.2547949612
1.56095344759933E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344764935E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344769944E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344775049E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344779969E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344784962E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344789969E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.5609534479499E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344800022E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344804988E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344810273E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344815065E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344820439E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344825017E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344830033E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344835059E+018,,0.3701461077,0,0,,0,0,-0.265334022
1.56095344839938E+018,,0.3701461077,0,0,,0,0,-0.2706035614
1.56095344840328E+018,,0.363120079,0,0,,0,0,-0.2811426044
1.56095344840934E+018,,0.3596070528,0,0,,0,0,-0.2864121437
1.56095344841123E+018,,0.3596070528,0,0,,0,0,-0.2969512045
1.56095344841527E+018,,0.3525810242,0,0,,0,0,-0.3074902654
1.56095344841932E+018,,0.3490679979,0,0,,0,0,-0.3127598047
1.56095344842325E+018,,0.3420419693,0,0,,0,0,-0.3232988477
1.56095344842734E+018,,0.3420419693,0,0,,0,0,-0.328568387
1.56095344843121E+018,,0.3420419693,0,0,,0,0,-0.33910743
1.56095344843537E+018,,0.3385289431,0,0,,0,0,-0.33910743
